Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,National-Level Criminal Records Lead Generator: Tier 6 (no discount),(blank),0,,2.54
,,Rental Records Lead Generator for State-Level Search,(blank),0,,1.53
,,Rental Records Lead Generator National-Level Search,(blank),0,,3.05
,,Rental Records Premium Lead Generator National-Level Search,(blank),0,,3.66
,,Sex Offender Records Search,(blank),0,,1.53
,,State-Level Criminal Records Lead Generator  Tier 1: 500+ monthly searches,Must not be using THD for State-Level Criminal Records Lead Generator and doing 500+ searches per month of State-Level Criminal Records Lead Generator,0,,1.02
,,State-Level Criminal Records Lead Generator  Tier 2: 100-499 monthly searches,Must not be using THD for State-Level Criminal Records Lead Generator and doing 100+ searches per month of State-Level Criminal Records Lead Generator,0,,1.27
,,State-Level Criminal Records Lead Generator Tier 3: Up to 99 monthly searches,Must not be using THD for State-Level Criminal Records Lead Generator,0,,1.53
,,State-Level Criminal Records Lead Generator  Tier 4 (no discount),(blank),0,,1.78
,,"Trade House Data Person Search Premium Tier 1 (20,000+ per month)",Volume tiers for quotes based on combined person search & person search premium volume,0,,0.57
,,"Trade House Data Person Search Premium Tier 2 (7,500-19,999 per month)",Volume tiers for quotes based on combined person search & person search premium volume,0,,0.66
,,"Trade House Data Person Search Premium Tier 3 (5,000-7,499 per month)",Volume tiers for quotes based on combined person search & person search premium volume,0,,0.77
,,"Trade House Data Person Search Premium Tier 4 (1,000-4,999 per month)",Volume tiers for quotes based on combined person search & person search premium volume,0,,0.87
,,"Trade House Data Person Search Premium Tier 5 (<1,000 per month)",Volume tiers for quotes based on combined person search & person search premium volume,0,,1.02
,,"Trade House Data Person Search Tier 1 (20,000+ per month)",(blank),0,,0.21
,,"Trade House Data Person Search Tier 2 (7,500-19,999 per month)",(blank),0,,0.26
,,"Trade House Data Person Search Tier 3 (5,000-7,499 per month)",(blank),0,,0.31
,,"Trade House Data Person Search Tier 4 (1,000-4,999 per month)",(blank),0,,0.41
,,"Trade House Data Person Search Tier 5 (<1,000 per month)",(blank),0,,0.51
,,Global Security Watch List,(blank),0,,0.77
,,Healthcare Compliance Search (Basic),(blank),0,,1.53
,,Healthcare Compliance Search (Premium),(blank),0,,3.56
,,Healthcare Compliance Search (Standard),(blank),0,,2.54
,,International Canadian Criminal Records Search,(blank),0,,22.85
,,Statewide Criminal Search,(blank),0,,1.78
