Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,COCC (Consumer) Tier 3 ($1.25B - $2B AUM),(blank),15500,23250,
,,COCC (Consumer) Tier 4 ($750M - $1.25B AUM),(blank),15500,17500,
,,COCC (Consumer) Tier 5 ($500M - $750M AUM),(blank),15500,11750,
,,COCC (Consumer) Tier 6 (<$500M AUM),(blank),15500,10000,
,,Corelation KeyStone (Consumer) ,https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,CUBase (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Cunify (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,CUProdigy (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,DataSafe (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,ESP (Forza) (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Finastra Fushion Phoenix (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,FIS IBS (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,FIS Miser (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Fiserv Data Center Direct Connection (Consumer),ML directly connects to Fiserv's data center in Cherry Hill for clients who have their core hosted there.,7250,8000,
,,Fiserv DNA (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Fiserv DNA Credit Push (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,3300,1575,
,,Fiserv Portico (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Fiserv Precision (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Fiserv Premier (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Fiserv Signature Core (Consumer),(blank),17000,10250,
,,Flex (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Galaxy (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Horizon (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Implementation pass-through fee from Fiserv,(blank),30000,,
,,IPower (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Jack Henry 20/20 (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Jack Henry CoreDirector (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Jack Henry Silverlake (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Jack Henry Symitar (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,New Core Integration (Consumer),Using ML standard schema = full integration; New schema includes Import Customer and View Account and additional features can be built as prof svcs; contact Product Mgmt for project timelines,17000,10250,
,,NewSolutions (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,Sandbox (Consumer),"When customer opportunities for named cores arise, communicate to prospect that we have a strategic partnership for integration​. Provide highlights about Sandbox and their value, as needed​. Emphasize that we have created a programmatic approach to working with Sandbox, including what is described in ""External Notes for Customer"".​",0,,
,,Send Application Records to Core (Consumer),"For Symitar clients, they can have either Loan Records or Loan App Records as a part of their contract. If they want both, we'll need to charge the fee. For Corelation clients, we enable Loan Records by default. If they want to add Loan App Records, we'll need to charge the fee.",3900,,
,,Spectrum (Summit) (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,UltraData OpenPath (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,,XP System (XP2) (Consumer),https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,17000,10250,
,Add On - Credit Card Systems,FDR Vantiv (Credit Card),Batch integration,5750,2400,
,,FIS RTDX (Credit Card),Clients are required to utilize RTDX moving forward. FKA Base2000 CC,5750,2400,
,,Fiserv CCM (Credit Card),(blank),5750,2400,
,,Fiserv Originate (aka Omaha/Optis/CreditCPS) (Credit Card),"Only available for personal CC, not business CC. Also referred to as the Omaha platform. AKA Optis or Omaha CC",5750,2400,
,,JH Full Credit Service (Credit Card),Velera (fka PSCU) product white labeled by JH,5750,2400,
,,TMG (Credit Card),(blank),5750,2400,
,,TSYS (Credit Card),Batch integration,5750,2400,
,,VantivFI (Credit Card),API integration,5750,2400,
,,Velera (fka PSCU )(Credit Card),(blank),5750,2400,
,,Visa Advanced ID Solutions (VAIS)(Credit Card),"Requires product approval, express written consent from VISA required",5750,2400,
,Add On - Custom,Custom Product - Annual (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,-1234,
,,Custom Product - Monthly (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,-1234,
,,Custom Product - Transaction fee (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,-1234,-1234
,,Custom Service - Flat Fee (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,,
,,Custom Service - Hourly (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,,
,,Custom Service - R&D (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,,
,Add On - Custom Score,Experian PowerCurve,(blank),14000,7000,
,,Fast Start,(blank),0,1575,
,,Liquid Credit Integration,(blank),8250,2400,
,,Point Predictive Integration (Consumer),Integration Includes Auto Pass,0,0,
,,Scienaptic (ML Consumer),(blank),0,0,
,,Zest Custom Score,"Only production server deployments allowed, no BETA or DEMO deployments.",0,0,
,,Zest Protect (Consumer),(blank),0,0,
,Add On - Debit Bureau,FIS ChexSystems (QualiFile Debit Bureau) (Consumer),"Service already offered, we are separating Consumer and DecisionLender",4100,2400,0
,,FIS Global BizChex Systems aka FIS BizChex,(blank),4100,2400,0
,,Telecheck- New Customer,$0 fee for existing Telecheck Customers,0,,3.3
,Add On - Disbursement,Fiserv DNA Disbursements,(blank),4900,,
,,Jack Henry Symitar Disbursement,(blank),4900,,
,,Wycom,Both Wycom and native DNA check printing solutions are supported.,0,,
,Add On - Document Archival,DocDownload,"Also often called document imaging; Includes extract of IDV/IDA, loan app summary, and credit reports",5750,5500,
,,DocDownload - Training Refresh for Additional Phase,NOT FOR REDEPLOYMENT. Can only be sold concurrently with system setup phase. Supplementary training for customer adding new loantype modules to an existing live DocDownload setup.,2900,,
,,DocDownload Redeploy (Consumer),Quote pricing.  Price is not actually -$1234.00,-1234,,
,Add On - Document Delivery,Faxing,(blank),0,,0.6
,,Mailing (1-5 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,1625,,2.6
,,Mailing (21-40 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,0,,14.25
,,Mailing (41-60 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,0,,26.25
,,Mailing (61-80 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,0,,30.7
,,Mailing (6-20 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,0,,9.25
,,Mailing (81-100 Page Envelope),Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,0,,34
,Add On - Document Prep,Additional Custom Document,(blank),0,,490
,,Additional Vendor Deposit Document,(blank),0,,335
,,Additional Vendor Loan Document,(blank),0,,335
,,Client Managed Documents,No fee. Can accommodate simple mapping.,0,,
,,CSi,"Dynamic Docs - Only supports Personal Loan, Vehicle Loan, and Home Equity Loan",8250,,
,,Document Maintenance (additional environment),"Per environment. Waived for DEMO & LIVE and temporary waiver for BETA core integration // Most clients originate all their document changes on a ""DEMO"" environment (e.g. DEMO, EPLQA, JHADEMO, etc.)  then have the changes migrate to LIVE environment.  Thus, a standard doc migration workflow would just involve 2 environments: DEMO and LIVE. 

For clients who want us to support additional environments,  please let them know that supporting an additional server complicates the maintenance and migration process and thus will incur an annual maintenance charge. 
Exceptions:  If a client is undergoing core integration on BETA and need their docs on BETA temporarily, we will waive the fee since it is assumed once the process is complete, the docs will be removed from their BETA environment and they will revert to the standard DEMO -> LIVE workflow.",0,4700,
,,Document Mapping (deposits),"Up to 15 standard MeridianLink Opening docs and 5 custom forms // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",0,5100,
,,Document Mapping (loans),"Up to 20 standard MeridianLink Consumer docs and 5 custom forms // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",0,5100,
,,Expedited Forms Requests within 1 week (Consumer),(blank),0,,265
,,Expedited Forms Requests within 2-3 days (Consumer),(blank),0,,530
,,Finastra DepositPro ,(blank),4100,1575,
,,Finastra DepositPro Plus,(blank),4100,1575,
,,Finastra LaserPro (ML Consumer),(blank),4100,1575,
,,Finastra LaserPro Plus (ML Consumer),(blank),4100,1575,
,,Kinective XML (fka IMM XML TotaleAtlas Doc Engine) ,does have echoSign,5750,2400,
,,MeridianLink Consumer Document Mapping Overage,(blank),0,,320
,,MeridianLink Custom Document Mapping Overage,(blank),0,,320
,,MeridianLink Opening Document Mapping Overage,(blank),0,,320
,Add On - Document Upload,Credit Mountain (Consumer),(blank),3025,,
,,Increase max upload file size Tier 1: 45 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 2: 40 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 3: 35 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 4: 30 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 5: 25 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 6: 20 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 7: 15 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,,Increase max upload file size Tier 8: 10 MB,Quote pricing.  Price is not actually -$1234.00,0,-1234,
,Add On - Employment/Income/Asset Verification,Equifax The Work Number Select,(blank),3500,,
,,MeasureOne Bank Deposit Verification,Requires MeasureOne Income & Employment Verification,3200,1248,6.25
,,"MeasureOne Education Tier 1 (500,000+ monthly orders)",(blank),0,0,7.45
,,"MeasureOne Education Tier 2 (250,000 - 499,999 monthly orders)",(blank),0,0,8.1
,,"MeasureOne Education Tier 3 (100,000 - 249,999 monthly orders)",(blank),0,0,8.7
,,"MeasureOne Education Tier 4 (50,000 - 99,999 monthly orders)",(blank),0,0,9.3
,,"MeasureOne Education Tier 5 (25,000 - 49,999 monthly orders)",(blank),0,0,9.95
,,"MeasureOne Education Tier 6 (10,000 - 24,999 monthly orders)",(blank),0,0,10.55
,,"MeasureOne Education Tier 7 (5,000 - 9,999 monthly orders)",(blank),0,0,11.15
,,"MeasureOne Education Tier 8 (0 - 4,999 monthly orders)",(blank),0,0,12.45
,,"MeasureOne Income & Employment Tier 1 (500,000+ monthly orders)",(blank),0,,5.95
,,"MeasureOne Income & Employment Tier 2 (250,000 - 499,999 monthly orders)",(blank),0,,6.5
,,"MeasureOne Income & Employment Tier 3 (100,000 - 249,999 monthly orders)",(blank),0,,6.95
,,"MeasureOne Income & Employment Tier 4 (50,000 - 99,999 monthly orders)",(blank),0,,7.45
,,"MeasureOne Income & Employment Tier 5 (25,000 - 49,999 monthly orders)",(blank),0,,7.95
,,"MeasureOne Income & Employment Tier 6 (10,000 - 24,999 monthly orders)",(blank),0,,8.45
,,"MeasureOne Income & Employment Tier 7 (5,000 - 9,999 monthly orders)",(blank),0,,8.95
,,"MeasureOne Income & Employment Tier 8 (0 - 4,999 monthly orders)",(blank),0,,9.95
,,Plaid VOI  ,"Customers must contract with Plaid first, then can sign the addendum with MeridianLink

Must have Plaid Platform Fee",3500,6000,
,,Verification of Employment (Consumer),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,Add On - eSign,DocuSign Enterprise (Consumer),"No fee. ML Agreement with DocuSign states that existing DocuSign clients can NOT be quoted directly by ML. If the client is an existing DocuSign client and requests ML pricing, ML must first get approval from DocuSign before pricing can be presented. If the client or prospect is not an existing DocuSign client, MeridianLink's ISV pricing can be presented but only if they client does not want to connect with DocuSign first for enterprise pricing.
DocuSign Enterprise is the default relationship even for new logos. Unless specifically requesting MeridianLink pricing, we want customers to engage with DocuSign directly via DocuSign Enterprise since MeridianLink's DocuSign ISV setup is a tactical solution for use in ML Consumer/Opening only with some known limitations",0,,
,,DocuSign Enterprise SMS Delivery,"Quote pricing.  Price is not actually -$1234.00. Not available to DocuSign ISV customers, only DocuSign Enteprise. Requires new DocuSign API (REST).",0,,0.12
,,DocuSign ISV,"ML Agreement with DocuSign states that existing DocuSign clients can NOT be quoted directly by ML. If the client is an existing DocuSign client and requests ML pricing, ML must first get approval from DocuSign before pricing can be presented. If the client or prospect is not an existing DocuSign client, MeridianLink's ISV pricing can be presented but only if they client does not want to connect with DocuSign first for enterprise pricing. Quotes for 100+ transactions should use DocuSign Enterprise.
DocuSign Enterprise is the default relationship even for new logos. Unless specifically requesting MeridianLink pricing, we want customers to engage with DocuSign directly via DocuSign Enterprise since MeridianLink's DocuSign ISV setup is a tactical solution for use in ML Consumer/Opening only with some known limitations
Quote per DocuSign ISV addendum tiers. ",2300,3000,4.9
,,Kinective Sign (fka IMM RTS),"IMM e-signature offering; fka IMM Ready-To-Sign (RTS), IMM_UDP ",5750,2400,
,,OneSpan,fka Vasco; fka eSignLive,5750,,
,,Synergy Esign,Rebrand of Kinective Sign (IMM RTS) for JHA clients,5750,2400,
,Add On - Home Banking,Alkami QuickApply (Consumer),Pushes apps from Alkami Home Banking directly into MeridianLink Consumer; doesn't go through AP,4100,2400,
,,Changing Home Banking Vendor,One-time cost to change the vendor,1625,,
,,Mobile App Push,Pushes apps from Access Softek Home Banking directly into MeridianLink Consumer; doesn't go through AP,6500,3100,
,Add On - Hosting,Dedicated Hosting,Quote pricing.  Price is not actually -$1234.00,-1234,-1234,-1234
,,Dedicated Server Production Updates (Consumer),"**Only applicable to clients already hosting offsite/dedicated. Offsite/Dedicated server clients are allowed 1 production update a year.  However if a client does request for more then 1 update, we will charge a fee of $5000 for each request after the first initial request for that year.",12750,,
,,Offsite Server Production Updates (Consumer),"**Only applicable to clients already hosting offsite/dedicated. Offsite/Dedicated server clients are allowed 1 production update a year.  However if a client does request for more then 1 update, we will charge a fee of $5000 for each request after the first initial request for that year.",8250,,
,,Server Migration - High Complexity,"$100,000 rate, please confirm with Services",-1234,,
,,Server Migration - Low Complexity,"$50,000 rate, please confirm with Services",-1234,,
,,Server Migration - Medium Complexity,"$75,000 rate, please confirm with Services",-1234,,
,Add On - ID Authentication,Experian CrossCore Setup Fee (Consumer),"Setup fee for Initial CrossCore Implementation.  Require to select at least one option (Option 3, Option 6, Option 11).  Each option has its own setup fee in addition to the CrossCore setup fee.",7500,,
,,Experian CrossCore with Precise for ID Screening with KIQ/MFA (Option 3) (Consumer),Additional $805 setup fee per subcode.,975,,4.25
,,Experian CrossCore with Precise ID for Account Opening with KIQ/MFA (Option 11) (Consumer),(blank),975,,4.25
,,FIS QualiFile IDV & IDA,Check with the vendor on the per-transaction cost.,4100,2400,
,,TransUnion IDMV & IDMA,now known as ID Vision suite,0,,3.7
,Add On - ID Card Scanners,Acuant ID Scanning,"Only available for Google Chrome (not Internet Explorer), customer must be using Acuant (ScanShell) hardware scanners.",0,,0.7
,Add On - ID Verification,Bridger OFAC Watchlist,(blank),3300,1575,
,,Experian CrossCore with Precise ID for Account Opening Score Only (Option 6) (Consumer),(blank),975,,2.8
,,FIS QualiFile IDV,Check with the vendor on the per-transaction cost.,4100,2400,
,,ISTWatch OFAC Watchlist,(blank),0,,0.4
,,TransUnion IDMV,with OFAC,0,,2.1
,Add On - Indirect Lead,Automatic USA - Existing Indirect Relationship (Consumer),(blank),7750,,4.7
,,Automatic USA - New Indirect Relationship (Consumer),(blank),0,,4.7
,,CULA,Applicable to lease applications only,4600,4500,
,,DealerApp,(blank),4100,,
,,DealerTrack Aggregator (Consumer),(blank),0,,5.05
,,DealerTrack Digital Contracting (Consumer),"Setup fee not discountable. $5K passthrough fee to DealerTrack included. If customer inquires why setup fee is higher than RO's, state DealerTrack has a fee.",11000,4100,9.9
,,DealerTrack Digital Contracting Vaulted Transaction (Consumer),(blank),0,,0.65
,,Innovative Funding Services (IFS),(blank),3300,2400,
,,NALN - National Auto Loan Network- Existing Customer,(blank),0,2400,
,,NALN - National Auto Loan Network- New Customer,One time fee applies only if it's a new customer,3300,2400,
,,OttoMoto (Consumer),(blank),3300,2400,
,,RouteOne Aggregator (Consumer),(blank),0,,6
,,RouteOne eContracting (Consumer),(blank),10000,4100,8.65
,,RouteOne eContracting Ancillary Document Fee,(blank),0,,0.27
,,RouteOne eContracting Authoritative Copy Conversion (ACC),Authoritative Copy Conversion (ACC) $21 plus postage,0,,28.5
,,RouteOne Electronic Contracting Per Vaulted Transaction,(blank),0,,0.65
,,RouteOne TOLEC < 30 Day Turn,(blank),12750,,3.7
,,"RouteOne TOLEC > 30 Day Turn, Multi Batch",(blank),6500,,3.7
,Add On - Insights,Partner Data Connect,(blank),0,,
,,Zest LuLu Strategy,(blank),0,,
,Add On - Merchant Lending,LoanStar Technologies (Consumer),(blank),3300,2400,
,,Merchant Lending,"For consumer-facing portal, they must buy/use AP",6250,,
,Add On - MeridianLink Consulting,Admin Pro (Consumer),Annual fee is waived in year 1 for ML Entry clients,0,26580,325
,,Admin Pro additional 25 hours,(blank),6750,,
,,Admin Pro additional 50 hours,(blank),13250,,
,,Admin Pro Lite (Consumer),(blank),0,13872,325
,,Admin Pro Plus (Consumer),(blank),0,31800,325
,,API Pro,Requires API Web Services. One time fee includes 20 hours.  Time and materials starts after the sooner of (a) 20 hours or (b) one year.,0,7500,325
,,API Pro additional 50 hours,Requires API Web Services.,13000,,
,,Bespoke Implementation Fee,Please tag in your Program Manager and Consulting for custom quote,-1234,,
,,Capture Rate Analysis,Quote pricing.  Price is not actually -$1234.00,0,19080,
,,Cross-Sell Analysis,"Optimization to support all cross-sells, including debt optimization; ML Mortgage not required. A minimum of 6 months of cross-sell usage is required in order to have sufficient data for this offering.  ",6000,,
,,Custom Scorecard Tier 1 First Scorecard ($2.5B AUM +),Annual fee billed in monthly installments,53000,12720,
,,"Custom Scorecard Tier 1, Additional Scorecards ($2.5B AUM +)",Annual fee billed in monthly installments,42500,12720,
,,Custom Scorecard Tier 2 First Scorecard ($500M - $2.5B AUM),Annual fee billed in monthly installments,42500,12720,
,,"Custom Scorecard Tier 2, Additional Scorecards ($500M - $2.5B AUM)",Annual fee billed in monthly installments,37250,12720,
,,Custom Scorecard Tier 3 First Scorecard (Up to $500M AUM),Annual fee billed in monthly installments,32000,12720,
,,"Custom Scorecard Tier 3, Additional Scorecards (Up to $500M AUM)",Annual fee billed in monthly installments,26500,12720,
,,Declined Application Analysis,(blank),0,19080,
,,Disparate Impact,(blank),0,19080,
,,Member Scorecard,(blank),-1234,-1234,
,,MeridianLink Sandbox & Study Hall,Annual fee is per User,5300,,
,,Modern Experience Upgrade – Admin Pro,Modern Experience Upgrade for Admin Pro subscribers.,0,,
,,Process Assessment,Quote pricing.  Price is not actually -$1234.00,-1234,,
,,Quick Wins Project,Reserved for projects with external restraints such as sunsetting systems or core conversions with fixed live dates. Quote pricing. Price is not actually -$1234.00. Requires SVP approval.,-1234,,
,,Reveal Pro Tier 1 ($2.5B+ AUM),(blank),0,113532,
,,Reveal Pro Tier 2 (<$2.5B AUM),(blank),0,93492,
,,Reveal Pro Tier 3 (<$1B AUM),(blank),0,73464,
,,Reveal Pro Tier 4 (<$500M AUM),(blank),0,50088,
,,Tune-Up,(blank),27000,,
,Add On - MeridianLink Insight,Data Connect,Customer will receive a full sync of up to 5 years worth of structured and normalized data as available in Data Dictionary,7000,18750,
,,Data Connect - 1 Additional Year of Data,Quote Pricing.  Price is not actually -$1234.00.  Pricing is $1400.00 for each additional year of data. Requires Product and Services approval.,-1234,,
,,Data Connect & MeridianLink Insight Bundle,(blank),0,12750,
,,Data Connect Additional Data Load,(blank),500,,
,,MeridianLink Insight,**Includes 2 Power Users and 10 Standard Users,7000,23250,
,,MeridianLink Insight - Additional Power User,(blank),0,1975,
,,MeridianLink Insight - Additional Standard User,(blank),0,250,
,,MeridianLink Insight for RevealPro Clients,**Includes 2 Power Users and 10 Standard Users,3500,23250,
,Add On - MeridianLink Portal,"Alpharank T1: $10B+ AUM, Each Additional Service (Consumer - Portal)",(blank),0,30180,
,,"Alpharank T1: $10B+ AUM, Initial Service (Consumer - Portal)",(blank),0,46428,
,,"Alpharank T2: $2B-$10B AUM, Each Additional Service (Consumer - Portal)",(blank),0,27588,
,,"Alpharank T2: $2B-$10B AUM, Initial Service (Consumer - Portal)",(blank),0,42420,
,,"Alpharank T3: $500M-$2B AUM, Each Additional Service (Consumer - Portal)",(blank),0,21180,
,,"Alpharank T3: $500M-$2B AUM, Initial Service (Consumer - Portal)",(blank),0,32556,
,,"Alpharank T4: <$500M AUM, Each Additional Service (Consumer - Portal)",(blank),0,16296,
